,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
3528,Hyundai Grand,2017,323001,2385607.0,19000,Petrol,Dealer,Automatic,1
3529,Ford Ecosport,2015,268001,2303107.0,146000,Diesel,Dealer,Manual,1
3530,Ford Endeavour,2013,698001,2948107.0,98000,Diesel,Dealer,Automatic,1
3531,Ford Endeavour,2011,298001,2348107.0,224642,Diesel,Dealer,Manual,2
3532,Maruti Zen,1998,-121999,1718107.0,120000,Petrol,Individual,Manual,2
3533,Mahindra Verito,2011,-26999,1860607.0,175000,Diesel,Individual,Manual,1
3534,Mahindra XUV500,2017,1148001,3623107.0,15000,Diesel,Individual,Automatic,2
3535,Renault Duster,2017,598001,2798107.0,50000,Diesel,Individual,Manual,1
3536,Datsun RediGO,2017,48001,1973107.0,15000,Petrol,Individual,Manual,1
3537,Maruti Ignis,2018,498001,2648107.0,25000,Petrol,Individual,Automatic,1
3538,Tata Nexon,2019,598001,2798107.0,25000,Diesel,Individual,Manual,1
3539,Mahindra XUV500,2013,458001,2588107.0,69000,Diesel,Individual,Manual,1
3540,Maruti Swift,2015,263001,2295607.0,60000,Diesel,Individual,Manual,3
3541,Mahindra Scorpio,2006,-21999,1868107.0,222435,Diesel,Individual,Manual,2
3542,Maruti Swift,2017,398001,2498107.0,66000,Diesel,Individual,Manual,3
3543,Ford Fiesta,2010,-51999,1823107.0,110000,Petrol,Individual,Manual,1
3544,Hyundai Verna,2014,248001,2273107.0,78000,Diesel,Individual,Manual,2
3545,Hyundai Elite,2019,519001,2679607.0,10000,Petrol,Individual,Manual,1
3546,Maruti Swift,2018,98001,2048107.0,35000,Petrol,Individual,Manual,1
3547,Mahindra Scorpio,2019,798001,3098107.0,10000,Diesel,Individual,Manual,1
3548,Renault KWID,2016,98001,2048107.0,40000,Petrol,Individual,Manual,1
3549,Mahindra Scorpio,2013,248001,2273107.0,120000,Diesel,Individual,Manual,1
3550,Maruti Esteem,1997,-122999,1716607.0,70000,Petrol,Individual,Automatic,1
3551,Ford Figo,2017,343001,2415607.0,40000,Diesel,Individual,Manual,1
3552,Honda Amaze,2018,643000,2865605.5,20000,Diesel,Individual,Manual,1
3553,Skoda Rapid,2016,498001,2648107.0,93000,Diesel,Individual,Manual,1
3554,Toyota Etios,2016,448001,2573107.0,159000,Diesel,Individual,Manual,1
3555,Ford Ecosport,2014,323001,2385607.0,75000,Diesel,Individual,Manual,2
3556,Ford Fiesta,2006,91999,1763107.0,101100,Diesel,Individual,Manual,3
3557,Tata Indica,2011,-21999,1868107.0,66000,Diesel,Individual,Manual,1
3558,Hyundai i10,2012,78001,2018107.0,30000,Petrol,Individual,Manual,2
3559,Renault KWID,2019,198001,2198107.0,10000,Petrol,Individual,Manual,1
3560,Mahindra XUV500,2012,423001,2535607.0,126000,Diesel,Individual,Manual,2
3561,Volkswagen Vento,2015,333001,2400607.0,70000,Diesel,Individual,Manual,1
3562,Maruti Swift,2017,258000,2288105.5,50000,Diesel,Individual,Manual,1
3563,Mahindra Bolero,2010,98001,2048107.0,100000,Diesel,Individual,Manual,1
3564,Honda Civic,2007,78001,2018107.0,60000,Petrol,Individual,Automatic,1
3565,Honda Mobilio,2014,298001,2348107.0,70000,Petrol,Individual,Manual,1
3566,Hyundai Creta,2019,998001,3398107.0,1200,Petrol,Individual,Manual,1
3567,Renault KWID,2016,98001,2048107.0,40000,Petrol,Individual,Manual,1
3568,Tata Manza,2011,21999,1868107.0,80000,Diesel,Individual,Manual,3
3569,Hyundai i10,2011,-21999,1868107.0,134444,Petrol,Individual,Automatic,2
3570,Maruti Alto,2009,-123999,1715107.0,120000,Petrol,Individual,Manual,2
3571,Nissan Micra,2011,-41999,1838107.0,120000,Diesel,Individual,Manual,1
3572,Mahindra Scorpio,2014,398001,2498107.0,238000,Diesel,Individual,Manual,1
3573,Maruti Wagon,2008,-91999,1763107.0,100000,Petrol,Individual,Manual,2
3574,Mahindra Bolero,2011,248001,2273107.0,110000,Diesel,Individual,Manual,2
3575,Mahindra Scorpio,2019,1148001,3623107.0,35000,Diesel,Individual,Manual,1
3576,Honda City,2003,-81999,1778107.0,165000,Petrol,Individual,Manual,2
3577,Honda BR-V,2018,838001,3158107.0,42000,Diesel,Individual,Manual,1
3578,Hyundai Grand,2014,188001,2183107.0,70000,Diesel,Individual,Manual,2
3579,Tata Nano,2011,-136999,1695607.0,60000,Petrol,Individual,Manual,2
3580,Volkswagen Polo,2013,118001,2078107.0,115000,Diesel,Individual,Manual,3
3581,Volkswagen Ameo,2017,518001,2678107.0,70000,Diesel,Individual,Manual,1
3582,Maruti Swift,2007,18001,1928107.0,80000,Petrol,Individual,Manual,2
3583,Maruti Wagon,2011,23001,1935607.0,65000,Petrol,Dealer,Manual,1
3584,Tata Manza,2010,-1999,1898107.0,150000,Diesel,Individual,Manual,2
3585,Toyota Etios,2015,233000,2250605.5,75000,Diesel,Dealer,Manual,2
3586,Ford Figo,2012,98001,2048107.0,63700,Diesel,Individual,Manual,1
3587,Honda Amaze,2018,498001,2648107.0,74800,Diesel,Individual,Manual,1
3588,Ford Endeavour,2009,298001,2348107.0,105000,Diesel,Individual,Manual,2
3589,Renault Duster,2016,298001,2348107.0,40000,Diesel,Individual,Manual,1
3590,Maruti Ritz,2016,198001,2198107.0,90000,Diesel,Individual,Manual,2
3591,Toyota Corolla,2015,623001,2835607.0,75000,Diesel,Dealer,Manual,2
3592,Maruti Swift,2018,518001,2678107.0,15000,Diesel,Individual,Manual,1
3593,Maruti 800,2009,-91999,1763107.0,30000,Petrol,Individual,Manual,2
3594,Mahindra Scorpio,2014,398001,2498107.0,100000,Diesel,Individual,Manual,2
3595,Mahindra Scorpio,2009,73001,2010607.0,155000,Diesel,Individual,Automatic,3
3596,Land Rover,2012,2147001,5121607.0,149000,Diesel,Individual,Automatic,2
3597,Hyundai i20,2017,538001,2708107.0,60000,Diesel,Individual,Manual,1
3598,Maruti Baleno,2017,598001,2798107.0,90000,Diesel,Individual,Manual,1
3599,Hyundai Verna,2019,898001,3248107.0,100000,Diesel,Individual,Manual,1
3600,BMW X1,2012,548001,2723107.0,100000,Diesel,Individual,Automatic,2
3601,Maruti Alto,2012,-1999,1398008.0,90000,Petrol,Individual,Manual,2
3602,Tata Spacio,2009,8001,1413008.0,75000,Diesel,Individual,Manual,1
3603,Maruti Swift,2009,68001,1503008.0,120000,Diesel,Individual,Manual,2
3604,Toyota Etios,2016,428001,2043008.0,90000,Diesel,Individual,Manual,2
3605,Hyundai Xcent,2015,173001,1660508.0,55000,Petrol,Individual,Manual,1
3606,Mahindra Xylo,2010,98001,1548008.0,70000,Diesel,Individual,Manual,1
3607,Mahindra Bolero,2016,378001,1968008.0,95000,Diesel,Individual,Manual,2
3608,Hyundai Verna,2014,348001,1923008.0,50000,Diesel,Individual,Manual,1
3609,Maruti Ciaz,2016,548001,2223008.0,50000,Diesel,Individual,Manual,1
3610,Maruti Omni,2014,48001,1473008.0,60516,Petrol,Individual,Manual,1
3611,Hyundai Verna,2012,233000,1750506.5,235000,Diesel,Individual,Manual,2
3612,Mercedes-Benz E-Class,2007,698001,2448008.0,76731,Diesel,Dealer,Automatic,1
3613,Maruti Swift,2016,483001,2125508.0,64000,Diesel,Dealer,Manual,1
3614,Maruti Swift,2014,338001,1908008.0,65000,Diesel,Dealer,Manual,1
3615,Honda City,2018,963001,2845508.0,13000,Petrol,Dealer,Automatic,2
3616,Ford Ecosport,2014,408001,2013008.0,77000,Diesel,Dealer,Manual,1
3617,Hyundai EON,2011,53000,1480506.5,24000,Petrol,Dealer,Manual,1
3618,Nissan Micra,2014,78001,1518008.0,63840,Petrol,Dealer,Manual,1
3619,Tata Tiago,2017,168001,1653008.0,25000,Petrol,Individual,Manual,1
3620,Tata New,2011,258000,1788006.5,76400,Diesel,Individual,Manual,2
3621,Maruti Zen,1998,159999,1161008.0,70000,Petrol,Individual,Manual,3
3622,Maruti Zen,1998,159999,1161008.0,70000,Petrol,Individual,Manual,3
3623,Fiat Linea,2011,11999,1383008.0,80000,Diesel,Individual,Manual,3
3624,Fiat Punto,2010,36999,1345508.0,100000,Petrol,Individual,Manual,3
3625,Ford EcoSport,2017,508001,2163008.0,40000,Diesel,Individual,Manual,1
3626,Hyundai Creta,2018,998001,2898008.0,15000,Petrol,Individual,Manual,1
3627,Maruti Zen,2011,28000,1443006.5,70000,Petrol,Individual,Manual,1
3628,Renault KWID,2018,108001,1563008.0,15000,Petrol,Individual,Manual,1
3629,Maruti Wagon,2015,118001,1578008.0,40000,Petrol,Individual,Manual,1
3630,Maruti 800,2006,-101999,1248008.0,54000,Petrol,Individual,Manual,1
3631,Hyundai Verna,2009,-41999,1338008.0,90000,Diesel,Individual,Manual,1
3632,Maruti 800,2007,-141999,1188008.0,52000,Petrol,Individual,Manual,1
3633,Tata Indigo,2012,101999,1248008.0,200000,Diesel,Individual,Manual,3
3634,Chevrolet Beat,2016,148001,1623008.0,35000,Diesel,Individual,Manual,2
3635,Renault Duster,2017,498001,2148008.0,60000,Diesel,Individual,Manual,1
3636,Maruti Alto,2017,98001,1548008.0,31489,Petrol,Individual,Manual,1
3637,Hyundai i20,2018,628001,2343008.0,40000,Diesel,Individual,Manual,1
3638,Mahindra Quanto,2013,18001,1428008.0,110000,Diesel,Individual,Manual,1
3639,Tata Indigo,2009,-71999,1293008.0,50000,Diesel,Individual,Manual,1
3640,Hyundai i20,2012,128001,1593008.0,44000,Petrol,Individual,Manual,1
3641,Honda City,2010,53000,1480506.5,90000,Petrol,Individual,Manual,2
3642,Hyundai Verna,2014,398001,1998008.0,50000,Petrol,Individual,Manual,2
3643,Hyundai i10,2012,8001,1413008.0,50000,Petrol,Individual,Manual,1
3644,Maruti Zen,2007,-81999,1278008.0,81366,Petrol,Individual,Manual,1
3645,Maruti Esteem,2006,-106999,1240508.0,110000,Petrol,Individual,Manual,1
3646,Toyota Innova,2006,28000,1443006.5,300000,Diesel,Individual,Manual,1
3647,Hyundai Verna,2010,28000,1443006.5,70000,Petrol,Individual,Manual,1
3648,Hyundai i20,2013,198001,1698008.0,100000,Diesel,Individual,Manual,1
3649,Maruti Gypsy,2005,98001,1548008.0,70000,Petrol,Individual,Manual,2
3650,Ford Figo,2013,98001,1548008.0,50000,Diesel,Individual,Manual,1
3651,Ford Fiesta,2009,-121999,1218008.0,180000,Diesel,Individual,Manual,2
3652,Maruti 800,2008,-121999,1218008.0,50000,Petrol,Individual,Manual,2
3653,Maruti Esteem,2007,-101999,1248008.0,90000,Petrol,Individual,Manual,2
3654,Tata Indica,2012,98001,1548008.0,110000,Diesel,Individual,Manual,1
3655,Maruti Baleno,2018,498001,2148008.0,26000,Petrol,Individual,Automatic,1
3656,Maruti Vitara,2016,773001,2560508.0,65000,Diesel,Individual,Manual,1
3657,Chevrolet Captiva,2009,298001,1848008.0,130000,Diesel,Individual,Manual,1
3658,Renault Duster,2013,348001,1923008.0,75000,Diesel,Individual,Manual,2
3659,Nissan Terrano,2014,348001,1923008.0,110000,Diesel,Individual,Manual,2
3660,Maruti Alto,2014,38001,1458008.0,50000,Petrol,Individual,Manual,1
3661,Maruti 800,1997,-151999,1173008.0,80000,Petrol,Individual,Manual,2
3662,Tata Indica,2009,-81999,1278008.0,80000,Petrol,Individual,Manual,2
3663,Maruti Alto,2013,698001,2448008.0,60000,Petrol,Individual,Manual,2
3664,Honda City,2009,48001,1473008.0,90000,Petrol,Individual,Manual,2
3665,Renault KWID,2017,78001,1518008.0,36000,Petrol,Individual,Manual,1
3666,Tata Indica,2010,-116999,1225508.0,87000,Diesel,Individual,Manual,1
3667,Tata Indica,2011,-111999,1233008.0,80000,Diesel,Individual,Manual,1
3668,Chevrolet Enjoy,2015,298001,1848008.0,50000,Diesel,Individual,Manual,1
3669,Maruti 800,2013,-1999,1398008.0,60000,Petrol,Individual,Manual,1
3670,Renault KWID,2015,48001,1473008.0,50000,Petrol,Individual,Manual,1
3671,Maruti Swift,2014,16999,1375508.0,40000,Diesel,Individual,Manual,3
3672,Hyundai i10,2008,-101999,1248008.0,60000,Petrol,Individual,Manual,2
3673,Toyota Etios,2015,408001,2013008.0,55000,Diesel,Individual,Manual,1
3674,Mahindra Quanto,2012,88001,1533008.0,80000,Diesel,Individual,Manual,1
3675,Mahindra Xylo,2012,98001,1548008.0,295000,Diesel,Individual,Manual,1
3676,Hyundai EON,2015,23001,1435508.0,80000,Petrol,Individual,Manual,1
3677,Maruti Alto,2017,118001,1578008.0,50000,Petrol,Individual,Manual,2
3678,Tata Indigo,2012,66999,1300508.0,158000,Diesel,Individual,Manual,3
3679,Toyota Innova,2006,198001,1698008.0,400000,Diesel,Individual,Manual,3
3680,Maruti Wagon,2016,198001,1698008.0,25000,Petrol,Individual,Manual,1
3681,Hyundai i20,2017,368001,1953008.0,35000,Petrol,Individual,Manual,1
3682,Maruti Ignis,2018,298001,1848008.0,12000,Petrol,Individual,Manual,1
3683,Maruti Omni,2015,-71999,1293008.0,70000,Petrol,Individual,Manual,1
3684,Tata Tiago,2018,158001,1638008.0,4000,Petrol,Individual,Manual,1
3685,Ford Figo,2017,328001,1893008.0,10832,Petrol,Dealer,Manual,1
3686,Hyundai i10,2009,48001,1473008.0,50000,Petrol,Individual,Manual,1
3687,Nissan Sunny,2016,398001,1998008.0,19495,Petrol,Dealer,Manual,1
3688,Renault Duster,2013,368001,1953008.0,62668,Diesel,Dealer,Manual,1
3689,Mahindra XUV500,2013,648001,2373008.0,85710,Diesel,Dealer,Manual,1
3690,Ford Figo,2011,48001,1473008.0,55130,Diesel,Dealer,Manual,2
3691,Ford Ecosport,2014,378001,1968008.0,63356,Diesel,Dealer,Manual,2
3692,Toyota Fortuner,2012,1478001,3618008.0,129627,Diesel,Dealer,Manual,1
3693,Chevrolet Spark,2010,-21999,1368008.0,15000,Petrol,Individual,Manual,1
3694,Tata Tiago,2017,98001,1548008.0,50000,Petrol,Individual,Manual,1
3695,Toyota Etios,2012,67001,1501508.0,70000,Petrol,Individual,Manual,2
3696,Maruti Alto,2018,30000,1446006.5,20000,Petrol,Individual,Manual,1
3697,Chevrolet Beat,2011,51999,1323008.0,60000,Petrol,Individual,Manual,3
3698,Hyundai Grand,2017,293001,1840508.0,5000,Petrol,Individual,Manual,1
3699,Maruti Ciaz,2014,498001,2148008.0,15000,Petrol,Individual,Manual,1
3700,Datsun GO,2018,198001,1698008.0,4400,Petrol,Individual,Manual,2
3701,Mahindra Xylo,2019,397001,1996508.0,15000,Diesel,Individual,Manual,3
3702,Renault Duster,2013,219001,1729508.0,45000,Diesel,Individual,Manual,1
3703,Ford EcoSport,2018,639001,2359508.0,1000,Diesel,Individual,Manual,1
3704,Hyundai i10,2014,93001,1540508.0,38500,Petrol,Individual,Manual,1
3705,Hyundai i10,2011,18001,1428008.0,25000,Petrol,Individual,Manual,1
3706,Ford Classic,2013,48001,1473008.0,35000,Diesel,Individual,Manual,1
3707,Toyota Fortuner,2009,898001,2748008.0,110000,Diesel,Individual,Manual,2
3708,Hyundai Verna,2012,98001,1548008.0,40000,Petrol,Individual,Manual,1
3709,Chevrolet Aveo,2007,-121999,1218008.0,110000,Petrol,Individual,Manual,2
3710,Chevrolet Beat,2013,13001,1420508.0,20000,Diesel,Individual,Manual,3
3711,Hyundai EON,2012,43001,1465508.0,14987,Petrol,Dealer,Manual,1
3712,Ford EcoSport,2016,448001,2073008.0,25061,Diesel,Dealer,Manual,1
3713,Ford Ecosport,2017,558001,2238008.0,42494,Diesel,Dealer,Manual,1
3714,Honda Amaze,2014,193001,1690508.0,44875,Diesel,Dealer,Manual,1
3715,Ford Figo,2014,78001,1518008.0,89741,Diesel,Dealer,Manual,2
3716,Honda Jazz,2016,293001,1840508.0,65000,Diesel,Dealer,Manual,1
3717,Honda Jazz,2016,323001,1885508.0,35000,Diesel,Dealer,Manual,1
3718,Toyota Innova,2009,218001,1728008.0,347089,Diesel,Dealer,Manual,1
3719,Tata New,2010,8001,1413008.0,34500,Diesel,Individual,Manual,1
3720,Hyundai i20,2018,448001,2073008.0,30000,Petrol,Individual,Manual,1
3721,BMW 3,2018,2098001,4548008.0,39000,Diesel,Individual,Automatic,1
3722,Ford Freestyle,2019,323001,1885508.0,16000,Diesel,Individual,Manual,1
3723,Maruti Wagon,2010,6999,1390508.0,80000,CNG,Individual,Manual,2
3724,Maruti Ertiga,2016,448001,2073008.0,60000,Diesel,Individual,Manual,1
3725,Mahindra TUV,2015,338001,1908008.0,110000,Diesel,Individual,Manual,1
3726,Maruti Alto,2014,-21999,1368008.0,61000,Petrol,Individual,Manual,1
3727,Mahindra Bolero,2017,548001,2223008.0,29000,Diesel,Individual,Manual,1
3728,Maruti Ertiga,2018,778001,2568008.0,50000,Diesel,Individual,Manual,1
3729,Fiat Grande,2014,48001,1473008.0,90000,Diesel,Individual,Manual,1
3730,Hyundai Grand,2018,348001,1923008.0,35000,Petrol,Individual,Automatic,1
3731,Volkswagen Vento,2015,308000,1863006.5,43000,Petrol,Individual,Manual,2
3732,Maruti Alto,2017,118001,1578008.0,50000,Petrol,Individual,Manual,1
3733,Hyundai EON,2016,73001,1510508.0,25000,Petrol,Individual,Manual,1
3734,Mahindra XUV500,2013,348001,1923008.0,222252,Diesel,Individual,Manual,1
3735,Maruti Wagon,2009,-56999,1315508.0,50000,Petrol,Individual,Manual,2
3736,Fiat Grande,2013,48001,1473008.0,80000,Diesel,Individual,Manual,1
3737,Hyundai Verna,2012,318001,1878008.0,35000,Diesel,Individual,Manual,1
3738,Maruti Alto,2007,-106999,1240508.0,85000,Petrol,Individual,Manual,2
3739,Toyota Innova,2011,523001,2185508.0,110000,Diesel,Individual,Manual,3
3740,Maruti 800,2006,-146999,1180508.0,70000,Petrol,Individual,Manual,2
3741,Honda City,2014,398001,1998008.0,100000,Diesel,Individual,Manual,1
3742,Volkswagen Vento,2013,128001,1593008.0,120000,Diesel,Individual,Manual,2
3743,Maruti Swift,2015,268001,1803008.0,89000,Diesel,Individual,Manual,1
3744,Maruti Swift,2013,163001,1645508.0,120000,Diesel,Individual,Manual,1
3745,Hyundai EON,2013,48001,1473008.0,40000,Petrol,Individual,Manual,2
3746,Maruti Wagon,2017,228001,1743008.0,17000,Petrol,Individual,Manual,1
3747,Maruti Swift,2013,198001,1698008.0,125000,Diesel,Individual,Manual,2
3748,Maruti Swift,2015,413001,2020508.0,110000,Petrol,Individual,Manual,2
3749,Ford Figo,2011,-51999,1323008.0,120000,Diesel,Individual,Manual,2
3750,Ford Figo,2014,38001,1458008.0,90000,Diesel,Individual,Manual,1
3751,Mahindra Scorpio,2014,598001,2298008.0,90000,Diesel,Individual,Manual,1
3752,Hyundai EON,2015,38001,1458008.0,110000,CNG,Individual,Manual,1
3753,Ford Ecosport,2014,398001,1998008.0,87000,Diesel,Individual,Manual,2
3754,Mahindra Scorpio,2014,598001,2298008.0,15000,Diesel,Individual,Manual,1
3755,Hyundai EON,2015,-41999,1338008.0,70000,Petrol,Individual,Manual,1
3756,Ford Fiesta,2012,148001,1623008.0,38000,Petrol,Individual,Manual,1
3757,Honda City,2011,98001,1548008.0,64000,Petrol,Individual,Manual,2
3758,Tata Sumo,2015,197001,1696508.0,55250,Diesel,Individual,Manual,1
3759,Mahindra Bolero,2011,98001,1548008.0,110000,Diesel,Individual,Manual,1
3760,Maruti A-Star,2012,-51999,1323008.0,70000,Petrol,Individual,Automatic,1
3761,Chevrolet Cruze,2010,118001,1578008.0,60000,Diesel,Individual,Manual,3
3762,Tata Hexa,2018,1078001,3018008.0,17000,Diesel,Individual,Manual,1
3763,Renault KWID,2017,98001,1548008.0,13000,Petrol,Individual,Manual,2
3764,Nissan Terrano,2016,798001,2598008.0,60000,Diesel,Individual,Manual,1
3765,Mitsubishi Pajero,2012,888001,2733008.0,120000,Diesel,Individual,Manual,2
3766,Tata New,2012,248001,1773008.0,97000,Diesel,Individual,Manual,2
3767,Tata Indica,2007,-141999,1188008.0,130000,Petrol,Individual,Manual,2
3768,Maruti Swift,2013,298001,1848008.0,50000,Petrol,Individual,Manual,1
3769,Tata Indigo,2012,-1999,1398008.0,120000,Diesel,Individual,Manual,2
3770,Ford Ecosport,2015,448001,2073008.0,68000,Diesel,Individual,Manual,1
3771,Maruti Alto,2006,-141999,1188008.0,100000,Petrol,Individual,Manual,2
3772,Maruti Ertiga,2013,49000,1474506.5,80000,Diesel,Individual,Manual,1
3773,Hyundai Accent,2012,16999,1375508.0,67000,CNG,Dealer,Manual,2
3774,Maruti Alto,2015,-46999,1330508.0,60000,Petrol,Individual,Manual,1
3775,Maruti Swift,2019,398001,1998008.0,5000,Petrol,Individual,Manual,1
3776,Renault KWID,2016,98001,1548008.0,20000,Petrol,Individual,Manual,1
3777,Hyundai Creta,2018,648001,2373008.0,12500,Petrol,Individual,Manual,1
3778,Maruti Eeco,2019,268001,1803008.0,4000,CNG,Individual,Manual,1
3779,Ford Figo,2019,398001,1998008.0,25000,Petrol,Individual,Manual,1
3780,Toyota Innova,2013,498001,2148008.0,70000,Diesel,Individual,Manual,2
3781,Maruti Wagon,2007,131999,1203008.0,162000,CNG,Individual,Manual,1
3782,Toyota Fortuner,2010,1048001,2973008.0,205000,Diesel,Individual,Manual,2
3783,Audi A6,2008,448001,2073008.0,70000,Petrol,Individual,Automatic,3
3784,Hyundai Xcent,2018,248001,1773008.0,70000,Diesel,Individual,Manual,2
3785,Mahindra XUV500,2014,548001,2223008.0,100000,Diesel,Individual,Manual,2
3786,Toyota Innova,2013,573001,2260508.0,70000,Diesel,Individual,Manual,2
3787,Hyundai Santa,2011,598001,2298008.0,220000,Diesel,Individual,Manual,1
3788,Honda Amaze,2015,158001,1638008.0,80000,Petrol,Individual,Manual,2
3789,Toyota Corolla,2010,48001,1473008.0,120000,Diesel,Individual,Manual,1
3790,Jeep Compass,2017,1288001,3333008.0,22038,Diesel,Individual,Manual,1
3791,Nissan Terrano,2013,398001,1998008.0,80000,Diesel,Individual,Manual,1
3792,Maruti Alto,2010,-81999,1278008.0,90000,Petrol,Individual,Manual,1
3793,Tata New,2012,118001,1578008.0,140000,Diesel,Individual,Manual,2
3794,Mahindra Thar,2011,198001,1698008.0,120000,Diesel,Individual,Manual,2
3795,Maruti Swift,2015,100001,1551008.0,60000,Diesel,Individual,Manual,1
3796,Chevrolet Beat,2011,-71999,1293008.0,80000,Diesel,Individual,Manual,2
3797,Maruti Swift,2014,-51999,1323008.0,60000,Petrol,Individual,Manual,2
3798,Tata Indica,2012,-1999,1398008.0,90000,Diesel,Individual,Manual,2
3799,Toyota Innova,2012,748001,2523008.0,80000,Diesel,Individual,Manual,1
3800,Maruti Swift,2008,-81999,1278008.0,175000,Diesel,Individual,Manual,2
3801,Mahindra XUV500,2019,1198001,3198008.0,10000,Diesel,Individual,Manual,1
3802,Hyundai i20,2017,418001,2028008.0,65000,Petrol,Individual,Manual,1
3803,Toyota Innova,2012,247001,1771508.0,90000,Diesel,Individual,Manual,1
3804,Maruti Alto,2007,-101999,1248008.0,70000,Petrol,Individual,Manual,1
3805,Hyundai Grand,2018,398001,1998008.0,2500,Petrol,Individual,Manual,1
3806,Honda Amaze,2016,498001,2148008.0,35000,Diesel,Individual,Manual,1
3807,Chevrolet Beat,2012,48001,1473008.0,40000,Diesel,Individual,Manual,1
3808,Maruti Baleno,2018,348001,1923008.0,63000,Petrol,Individual,Manual,1
3809,Skoda Superb,2013,473001,2110508.0,88000,Diesel,Dealer,Automatic,1
3810,Nissan Terrano,2015,328001,1893008.0,55000,Diesel,Dealer,Manual,1
3811,Chevrolet Enjoy,2014,123001,1585508.0,71014,Diesel,Dealer,Manual,1
3812,Renault Scala,2015,168001,1653008.0,60000,Diesel,Dealer,Manual,1
3813,Skoda Rapid,2014,158001,1638008.0,70000,Diesel,Individual,Manual,1
3814,Skoda Superb,2012,448001,2073008.0,60000,Petrol,Dealer,Automatic,1
3815,Ford Fiesta,2012,2999,1396508.0,92000,Diesel,Dealer,Manual,3
3816,Mahindra Quanto,2014,83001,1525508.0,89126,Diesel,Individual,Manual,1
3817,Volkswagen Jetta,2009,58001,1488008.0,134000,Diesel,Individual,Automatic,1
3818,Maruti Ciaz,2019,668000,2403006.5,15000,Petrol,Dealer,Automatic,1
3819,Hyundai Grand,2016,223001,1735508.0,42500,Diesel,Dealer,Manual,1
3820,Chevrolet Cruze,2012,288001,1833008.0,42000,Diesel,Dealer,Automatic,1
3821,Mahindra XUV500,2015,548001,2223008.0,70000,Diesel,Individual,Automatic,2
3822,Honda City,2004,76999,1285508.0,110000,Petrol,Individual,Manual,3
3823,Fiat Linea,2014,19001,1429508.0,131365,Diesel,Individual,Manual,1
3824,Volkswagen Vento,2016,522001,2184008.0,48980,Diesel,Dealer,Automatic,1
3825,Honda Amaze,2014,238001,1758008.0,46000,Petrol,Dealer,Automatic,1
3826,Chevrolet Spark,2009,131999,1203008.0,60000,Petrol,Individual,Manual,3
3827,Maruti Baleno,2015,309001,1864508.0,58000,Diesel,Dealer,Manual,1
3828,Maruti S-Cross,2016,588001,2283008.0,22000,Diesel,Dealer,Manual,1
3829,Hyundai i20,2017,438001,2058008.0,37000,Petrol,Individual,Manual,1
3830,Hyundai Santro,2009,81999,1278008.0,70000,Petrol,Individual,Manual,3
3831,Chevrolet Beat,2012,75999,1287008.0,98900,Diesel,Individual,Manual,3
3832,Chevrolet Beat,2012,-81999,1278008.0,125000,Diesel,Individual,Manual,1
3833,Mahindra TUV,2017,448001,2073008.0,60000,Diesel,Individual,Manual,1
3834,Hyundai Grand,2014,248001,1773008.0,80000,Petrol,Individual,Manual,2
3835,Maruti Zen,2010,91999,1263008.0,80000,CNG,Individual,Manual,3
3836,Mahindra Bolero,2017,398001,1998008.0,40000,Diesel,Individual,Manual,1
3837,Mahindra XUV500,2012,418001,2028008.0,80000,Diesel,Individual,Manual,2
3838,Ford Ecosport,2014,398001,1998008.0,30000,Diesel,Individual,Manual,1
3839,Mahindra Bolero,2018,593001,2290508.0,35000,Diesel,Individual,Manual,1
3840,Tata Winger,2011,98001,1548008.0,180000,Diesel,Individual,Manual,3
3841,Renault Lodgy,2015,293001,1840508.0,60000,Diesel,Individual,Manual,1
3842,Audi A4,2013,1378001,3468008.0,86000,Diesel,Dealer,Automatic,1
3843,Audi Q3,2015,1548001,3723008.0,127643,Diesel,Dealer,Automatic,1
3844,Tata Hexa,2018,1148001,3123008.0,34000,Diesel,Individual,Automatic,1
3845,Mahindra Xylo,2014,148001,1623008.0,145000,Diesel,Individual,Manual,1
3846,Datsun RediGO,2018,98001,1548008.0,25000,Petrol,Individual,Automatic,1
3847,Tata Zest,2018,198001,1698008.0,54000,Petrol,Dealer,Manual,2
3848,Audi A6,2014,1548001,3723008.0,102354,Diesel,Dealer,Automatic,1
3849,Maruti Zen,1999,131999,1203008.0,70000,Petrol,Individual,Manual,3
3850,Nissan Sunny,2018,298001,1848008.0,70000,Diesel,Individual,Manual,1
3851,Audi Q3,2017,2373001,4960508.0,36000,Diesel,Dealer,Automatic,1
3852,Honda Brio,2014,143001,1615508.0,58000,Petrol,Dealer,Manual,1
3853,Tata Indigo,2013,18001,1428008.0,100000,Diesel,Individual,Manual,1
3854,Audi Q5,2014,1648001,3873008.0,62237,Petrol,Dealer,Automatic,1
3855,Hyundai Santro,2005,-87000,1270506.5,90000,Petrol,Dealer,Manual,2
3856,Maruti 800,1999,-151999,1173008.0,100000,Petrol,Individual,Manual,2
3857,Honda Jazz,2017,383001,1975508.0,14000,Petrol,Dealer,Manual,1
3858,Ford EcoSport,2018,748001,2523008.0,21394,Diesel,Dealer,Manual,1
3859,Maruti Swift,2018,423001,2035508.0,13800,Petrol,Individual,Automatic,1
